drug1,drug2,true_label,pred_label
1595,21,10.0,10
98567,1114,66.0,10
98567,1595,66.0,10
98567,21,66.0,10
608,199,64.0,10
592,489,75.0,10
155,8,64.0,10
98638,98638,67.0,10
1277,98348,8.0,10
1277,98348,10.0,10
888,741,4.0,10
260,1626,64.0,10
1535,1626,10.0,10
313,136,51.0,10
775,522,10.0,10
98057,97434,10.0,10
1155,97704,64.0,10
97716,97637,48.0,10
748,97637,7.0,10
97716,97637,7.0,10
934,97637,7.0,10
1534,768,76.0,10
768,17,10.0,10
15,258,10.0,10
768,768,10.0,10
768,11,10.0,10
768,11,10.0,10
15,8,76.0,10
15,1517,76.0,10
15,1534,76.0,10
1191,119,10.0,10
97393,98138,10.0,10
618,98138,10.0,10
14,98138,10.0,10
98138,1155,10.0,10
97393,1155,10.0,10
98670,97860,26.0,10
97278,97396,64.0,10
376,1037,55.0,10
882,1037,55.0,10
324,97704,10.0,10
43,97619,64.0,10
172,97572,11.0,10
172,97643,11.0,10
172,97572,17.0,10
1643,97572,17.0,10
172,1643,17.0,10
172,97572,10.0,10
172,97572,41.0,10
172,1643,41.0,10
97740,97371,49.0,10
97588,98348,10.0,10
24,98348,10.0,10
1523,98348,10.0,10
552,345,48.0,10
293,136,51.0,10
293,136,51.0,10
1306,17,76.0,10
1147,17,63.0,10
1147,1306,63.0,10
1164,1114,66.0,10
382,98348,76.0,10
354,98017,10.0,10
97606,97744,49.0,10
97276,98348,10.0,10
97393,97276,10.0,10
97276,1155,10.0,10
97606,97276,10.0,10
1084,97276,10.0,10
438,98348,41.0,10
438,97606,41.0,10
8,97458,76.0,10
8,97704,76.0,10
8,97704,10.0,10
896,97413,10.0,10
97606,98097,10.0,10
98190,97377,49.0,10
690,97673,66.0,10
1363,754,10.0,10
97606,834,10.0,10
766,834,10.0,10
583,1694,69.0,10
1027,98190,41.0,10
963,162,10.0,10
963,162,10.0,10
963,162,10.0,10
98309,97305,42.0,10
97581,98623,10.0,10
98623,305,10.0,10
433,15,10.0,10
98359,661,10.0,10
98359,98395,10.0,10
98359,97879,10.0,10
97720,97606,10.0,10
958,958,32.0,10
1085,668,10.0,10
655,22,10.0,10
97404,219,10.0,10
97393,97386,10.0,10
97393,97386,10.0,10
97643,258,10.0,10
97643,97704,10.0,10
11,11,10.0,10
778,958,32.0,10
1165,98190,76.0,10
97371,97377,10.0,10
97371,98190,10.0,10
97371,1165,10.0,10
97606,97606,10.0,10
97606,98348,10.0,10
97606,98348,10.0,10
1084,97606,10.0,10
1532,1114,10.0,10
1532,1114,10.0,10
348,542,10.0,10
348,97332,10.0,10
164,97748,69.0,10
15,8,10.0,10
326,97572,76.0,10
326,97606,10.0,10
98382,97744,77.0,10
456,97247,76.0,10
456,97485,76.0,10
97973,98648,13.0,10
97973,97352,13.0,10
97973,97879,13.0,10
97973,98652,13.0,10
817,1155,10.0,10
817,1155,10.0,10
1003,136,10.0,10
48,97334,10.0,10
456,98402,66.0,10
225,731,65.0,10
225,731,10.0,10
97606,98348,66.0,10
13,97744,23.0,10
1344,97744,10.0,10
549,97744,10.0,10
98102,1630,10.0,10
97332,1630,10.0,10
98102,97332,10.0,10
618,731,64.0,10
618,225,64.0,10
225,618,10.0,10
97643,97643,10.0,10
199,549,10.0,10
199,11,10.0,10
17,8,10.0,10
202,97704,10.0,10
17,97704,10.0,10
755,1170,10.0,10
228,97332,55.0,10
98445,142,66.0,10
752,97643,13.0,10
97643,97744,64.0,10
958,958,10.0,10
355,661,10.0,10
355,661,64.0,10
1481,8,69.0,10
1471,97730,66.0,10
1471,97730,10.0,10
17,98105,10.0,10
17,17,10.0,10
8,17,10.0,10
198,17,35.0,10
294,522,76.0,10
198,522,10.0,10
25,25,76.0,10
173,97744,41.0,10
206,48,10.0,10
1534,728,10.0,10
1305,319,10.0,10
1305,319,10.0,10
1314,319,10.0,10
84,1305,10.0,10
136,156,51.0,10
156,136,51.0,10
156,136,10.0,10
8,1050,10.0,10
744,1050,10.0,10
1003,97567,76.0,10
1050,97704,76.0,10
35,35,39.0,10
922,661,48.0,10
922,661,64.0,10
491,922,10.0,10
491,661,10.0,10
1114,895,12.0,23
741,661,10.0,10
741,98359,10.0,10
741,97606,10.0,10
25,97371,76.0,10
784,962,69.0,10
784,962,10.0,10
784,962,10.0,10
784,962,10.0,10
419,1602,66.0,10
98673,98348,41.0,10
661,1331,10.0,10
1084,1331,10.0,10
1084,661,10.0,10
1084,661,76.0,10
1331,661,10.0,10
97606,661,10.0,10
1524,97572,41.0,10
435,326,69.0,10
435,326,69.0,10
342,119,76.0,10
753,136,68.0,10
1367,98348,10.0,10
1367,9,10.0,10
136,136,10.0,51
477,633,76.0,10
477,633,76.0,10
1306,661,10.0,10
98190,1170,10.0,10
97520,97371,10.0,10
1376,97465,76.0,10
1376,98057,76.0,10
1376,97297,76.0,10
1376,98017,76.0,10
155,542,76.0,10
98412,98309,32.0,10
14,22,10.0,10
14,21,10.0,10
219,219,32.0,80
748,958,32.0,10
943,97413,10.0,10
136,156,51.0,10
156,136,10.0,10
156,136,10.0,10
834,834,66.0,10
834,834,10.0,10
752,590,64.0,10
752,590,10.0,10
97833,1155,24.0,10
895,1155,24.0,10
97351,1155,24.0,10
97833,97393,24.0,10
895,97393,24.0,10
97351,97393,24.0,10
725,345,10.0,10
98348,97606,77.0,10
71,319,10.0,10
542,145,48.0,10
97954,97673,10.0,10
168,97606,10.0,10
97954,97606,10.0,10
8,97315,76.0,10
410,1227,69.0,45
419,97371,10.0,10
8,97704,47.0,10
97332,98348,49.0,10
97606,98348,66.0,10
1513,97606,76.0,10
97606,98109,10.0,10
1495,97572,55.0,10
339,542,10.0,10
97989,668,10.0,10
1159,17,63.0,10
1159,17,10.0,10
209,1631,10.0,10
1534,97255,17.0,10
1534,98395,17.0,10
1534,97572,76.0,10
97572,97572,17.0,10
163,10,10.0,10
217,10,10.0,10
10,10,10.0,10
170,661,10.0,10
11,1511,10.0,10
1344,11,10.0,10
263,958,7.0,10
1243,1643,50.0,10
1643,97704,50.0,10
1243,97704,50.0,10
1643,895,71.0,50
1643,97704,64.0,10
1643,895,64.0,50
1643,13,10.0,10
1595,272,10.0,10
272,1595,69.0,10
1114,97332,66.0,10
98149,97643,76.0,10
98149,97255,66.0,10
1218,97748,10.0,10
382,260,48.0,10
98422,97744,64.0,10
98422,98395,64.0,10
97371,97744,10.0,10
342,97485,64.0,10
1643,97413,71.0,10
1346,419,17.0,10
483,181,71.0,10
483,741,71.0,10
98359,1114,10.0,10
1,1114,10.0,10
1421,1114,10.0,10
98392,1114,10.0,10
98392,1114,2.0,10
98392,1114,12.0,10
97606,97255,10.0,10
1426,97756,76.0,10
263,25,10.0,10
263,25,10.0,10
1643,97643,10.0,10
1665,1643,69.0,10
1665,1643,41.0,10
756,731,10.0,10
756,731,10.0,10
1231,1170,10.0,10
97643,48,10.0,10
48,97371,10.0,10
97643,97371,10.0,10
458,48,4.0,10
97606,97588,8.0,10
97588,98348,10.0,10
97474,97371,49.0,10
98359,97383,41.0,10
98107,1634,0.0,10
98107,10,0.0,10
98107,258,66.0,10
98107,10,66.0,10
98107,97606,76.0,10
97933,731,10.0,10
225,1418,10.0,10
97653,1227,10.0,85
97606,98109,17.0,10
199,97606,10.0,10
996,1168,64.0,10
1653,97255,66.0,10
1653,97255,66.0,10
1653,97614,64.0,10
1653,522,64.0,10
1653,97614,41.0,10
951,735,40.0,10
951,951,10.0,10
951,735,41.0,10
258,11,10.0,10
258,1526,10.0,10
98190,98116,49.0,10
98471,97730,10.0,10
1147,25,41.0,10
25,25,83.0,10
1626,97957,10.0,10
1631,97744,41.0,10
276,1227,66.0,45
276,1227,45.0,45
97381,97371,10.0,10
463,534,48.0,10
1511,97704,25.0,10
181,97643,76.0,10
181,1300,76.0,10
869,98348,10.0,10
869,98348,37.0,10
895,1114,76.0,10
895,1602,76.0,10
33,97381,17.0,10
536,97704,79.0,10
97606,97826,10.0,10
97606,98348,10.0,10
1270,958,69.0,10
1634,22,66.0,10
98517,97371,64.0,10
10,21,10.0,10
25,25,10.0,10
1418,1175,10.0,10
1418,1176,10.0,10
1418,419,10.0,10
97371,97255,10.0,10
97371,97255,10.0,10
268,97479,10.0,10
97606,97744,10.0,10
260,97744,10.0,10
98359,97383,10.0,10
97606,97247,10.0,10
1640,1233,41.0,10
1640,97479,41.0,10
1167,97458,10.0,10
1167,97458,10.0,10
1167,97371,10.0,10
1167,97371,10.0,10
1167,97371,76.0,10
1167,97458,10.0,10
1167,97371,10.0,10
97606,97572,10.0,10
1473,97606,64.0,10
1473,97606,64.0,10
1473,97572,64.0,10
97606,97572,64.0,10
1570,1044,10.0,10
1170,1170,10.0,10
275,97752,10.0,10
97474,97572,17.0,10
1044,515,10.0,10
136,515,10.0,48
1044,136,10.0,10
592,136,10.0,10
766,97744,10.0,10
859,97744,10.0,10
1619,97744,25.0,10
433,97744,25.0,10
25,25,10.0,10
13,25,10.0,10
13,25,10.0,10
13,25,10.0,10
25,25,10.0,10
13,25,10.0,10
13,25,10.0,10
13,25,76.0,10
13,25,76.0,10
25,25,10.0,10
13,25,10.0,10
13,25,10.0,10
13,25,10.0,10
97606,97255,17.0,10
97606,97606,10.0,10
467,97859,10.0,10
427,374,13.0,10
97326,97326,10.0,10
629,98348,10.0,10
629,97606,10.0,10
629,97606,10.0,10
629,97606,10.0,10
629,98348,10.0,10
629,97606,10.0,10
97606,98348,10.0,10
48,98065,76.0,10
777,97572,55.0,10
97606,98348,10.0,10
1392,98654,49.0,10
98338,25,10.0,10
98429,25,10.0,10
951,97410,41.0,10
97619,97673,67.0,10
97619,97606,67.0,10
97619,618,67.0,10
97606,98348,17.0,10
5,97416,10.0,10
348,442,10.0,10
23,21,51.0,10
7,21,51.0,10
18,23,10.0,10
97393,1300,72.0,10
97393,97704,72.0,10
960,1147,10.0,10
1662,1147,10.0,10
1147,17,10.0,10
97683,1155,10.0,10
8,97704,10.0,10
380,98593,66.0,10
399,522,76.0,10
97673,1155,10.0,10
537,1227,17.0,45
11,1582,10.0,10
97619,741,15.0,10
1582,119,17.0,10
97606,97744,10.0,10
1615,97744,10.0,10
1615,97606,10.0,10
97606,97371,10.0,10
97606,1155,10.0,10
98094,97371,10.0,10
97927,25,7.0,10
913,669,10.0,10
913,669,55.0,10
380,97261,10.0,10
523,97261,10.0,10
1047,97518,76.0,10
1047,640,76.0,10
1331,833,76.0,10
17,833,76.0,10
97588,833,76.0,10
1440,833,76.0,10
1331,1338,76.0,10
17,1338,76.0,10
97588,1338,76.0,10
1440,1338,76.0,10
1140,1338,76.0,10
1376,1338,76.0,10
1152,1338,76.0,10
1170,1338,76.0,10
1167,1338,76.0,10
1331,355,76.0,10
17,355,76.0,10
97588,355,76.0,10
1440,355,76.0,10
1140,355,76.0,10
1376,355,76.0,10
1152,355,76.0,10
1170,355,76.0,10
1167,355,76.0,10
1440,17,76.0,10
1331,17,76.0,10
1440,97588,76.0,10
1331,97588,76.0,10
1440,1152,76.0,10
1440,1167,76.0,10
1338,1167,76.0,10
355,1167,76.0,10
355,1167,76.0,10
97332,1044,10.0,10
97643,1044,10.0,10
97643,7,10.0,10
1044,97643,10.0,10
1472,661,75.0,10
1472,661,75.0,10
1472,661,41.0,10
824,1227,64.0,45
1044,1170,10.0,10
1044,1170,10.0,10
97637,1300,30.0,10
97637,1582,10.0,10
26,97704,10.0,10
98303,522,10.0,10
922,668,10.0,10
472,534,10.0,10
258,1300,10.0,10
98190,97673,10.0,10
299,219,10.0,0
913,219,10.0,24
854,219,10.0,80
452,219,10.0,10
669,219,10.0,10
97606,219,17.0,10
219,97730,17.0,10
219,669,57.0,10
895,219,57.0,80
470,97606,10.0,10
1147,1155,10.0,10
491,661,10.0,10
618,1155,10.0,10
97393,1155,10.0,10
97393,97332,10.0,10
97393,618,10.0,10
97643,1344,10.0,10
97322,98626,10.0,10
97740,1155,10.0,10
1167,1155,10.0,10
98190,1155,10.0,10
98190,97740,10.0,10
828,219,49.0,0
828,219,10.0,0
1384,8,10.0,10
1384,12,10.0,10
1384,8,10.0,10
1384,17,10.0,10
1384,1471,10.0,10
1384,1623,10.0,10
1384,1623,10.0,10
8,1384,10.0,10
9,97458,10.0,10
1164,97458,10.0,10
103,97458,10.0,10
1361,97458,10.0,10
1168,97458,10.0,10
9,97458,10.0,10
98348,97458,10.0,10
1361,97458,10.0,10
181,97458,10.0,10
1168,97458,10.0,10
1168,97315,10.0,10
9,97315,10.0,10
98348,97315,10.0,10
1361,97315,10.0,10
181,97315,10.0,10
1168,97315,10.0,10
1361,1168,10.0,10
181,1168,10.0,10
1168,1168,10.0,10
1361,9,10.0,10
181,9,10.0,10
1168,9,10.0,10
1361,98348,10.0,10
181,98348,10.0,10
1168,98348,10.0,10
1643,98097,64.0,10
1643,98395,64.0,10
1643,1643,76.0,23
154,156,51.0,10
637,1168,64.0,10
1346,561,10.0,10
823,97606,64.0,10
823,97606,66.0,10
823,98348,66.0,10
823,97371,66.0,10
15,8,10.0,10
921,376,10.0,10
1516,1171,76.0,2
48,97643,17.0,10
97606,97326,10.0,10
97326,98348,10.0,10
380,97744,66.0,10
380,98348,10.0,10
229,1143,69.0,10
11,1473,10.0,10
97606,1473,10.0,10
97610,1473,10.0,10
97606,11,10.0,10
97610,11,10.0,10
1473,98348,10.0,10
11,98348,10.0,10
97610,97606,10.0,10
97606,11,77.0,10
115,661,10.0,10
115,661,10.0,10
8,834,10.0,10
8,1344,10.0,10
1016,97752,66.0,10
1114,98097,10.0,10
895,1114,50.0,10
1114,25,76.0,10
98359,97339,10.0,10
258,97339,10.0,10
97740,97339,10.0,10
98348,97752,30.0,10
97606,419,10.0,10
151,98348,41.0,10
151,98348,17.0,10
258,1300,37.0,10
1131,258,37.0,10
1300,1300,10.0,10
1300,1022,10.0,10
258,1300,10.0,10
1630,97456,76.0,10
1630,97704,76.0,10
1653,98138,10.0,10
677,98138,10.0,10
677,98138,10.0,10
522,98138,76.0,10
98535,260,41.0,10
1397,97255,64.0,10
322,828,25.0,10
322,677,25.0,10
162,98517,10.0,10
97250,1168,10.0,10
97606,97606,10.0,10
332,21,10.0,10
1473,98348,10.0,10
514,98348,77.0,10
326,326,64.0,10
98361,225,10.0,10
98361,522,76.0,10
97572,97572,41.0,10
541,97572,41.0,10
97572,97572,64.0,10
688,731,10.0,10
688,731,10.0,10
258,97643,10.0,10
258,97277,10.0,10
97606,97572,17.0,10
228,419,76.0,10
677,97642,10.0,10
677,97642,10.0,10
677,97642,10.0,10
677,97744,10.0,10
677,97744,10.0,10
664,97642,10.0,10
664,97744,10.0,10
664,1168,10.0,10
664,8,10.0,10
664,98116,10.0,10
98348,98348,66.0,10
1409,97673,10.0,10
97740,97371,10.0,10
15,8,10.0,10
97606,97371,66.0,10
97606,98647,66.0,10
97606,97608,66.0,10
97606,98348,10.0,10
97965,98348,8.0,10
9,97588,69.0,10
1462,97588,10.0,10
9,97588,10.0,10
419,1184,10.0,10
1495,714,69.0,10
1495,714,10.0,10
1397,1179,64.0,10
272,121,10.0,10
569,97752,32.0,10
17,17,10.0,10
950,17,10.0,10
488,1147,64.0,10
392,1147,64.0,10
392,97572,54.0,10
488,97572,54.0,10
3,409,83.0,10
202,1488,10.0,10
98475,17,71.0,10
225,731,10.0,10
97673,97704,66.0,10
94,97606,66.0,10
433,97752,33.0,10
442,145,10.0,10
1175,731,10.0,10
119,97752,66.0,10
1270,958,48.0,10
24,382,10.0,10
24,97740,10.0,10
24,1167,10.0,10
1147,458,76.0,10
263,542,10.0,10
98665,97740,64.0,10
138,136,51.0,10
441,8,10.0,10
97606,8,10.0,10
26,26,76.0,10
97740,98105,10.0,10
97740,98105,10.0,10
97371,98105,10.0,10
98190,98105,10.0,10
319,319,10.0,10
97371,97606,10.0,10
97443,1615,10.0,10
97371,1615,10.0,10
97371,97443,10.0,10
97371,98359,10.0,10
97371,98359,10.0,10
629,26,10.0,10
629,26,10.0,10
629,26,10.0,10
1048,97636,24.0,10
225,1175,10.0,10
502,1175,10.0,10
502,97704,10.0,10
502,97704,17.0,10
97393,1155,71.0,10
502,1155,10.0,10
701,97643,10.0,10
701,10,25.0,10
701,10,58.0,10
97954,97744,10.0,10
8,1349,10.0,10
664,1349,10.0,10
98190,1349,10.0,10
664,8,10.0,10
98190,8,10.0,10
1363,698,69.0,10
62,17,40.0,10
1534,1047,55.0,10
98348,97643,64.0,10
1175,731,69.0,10
97385,97606,10.0,10
97385,97673,10.0,10
267,442,10.0,10
366,442,10.0,10
348,442,10.0,10
472,97458,10.0,10
1115,97458,76.0,10
1115,97704,42.0,10
1115,97458,76.0,10
1096,97458,10.0,10
511,258,10.0,10
511,511,10.0,10
1642,313,10.0,10
1642,97643,76.0,10
1642,661,76.0,10
1642,661,76.0,10
922,136,51.0,78
10,98017,10.0,10
928,661,10.0,10
1300,97271,10.0,10
1300,97413,10.0,10
97740,97606,49.0,10
1490,97740,46.0,10
1490,97606,46.0,10
1490,98469,10.0,10
1490,97715,10.0,10
97740,1166,76.0,10
97740,97744,76.0,10
1341,1168,17.0,10
1341,1168,45.0,10
452,97859,76.0,10
452,97413,76.0,10
452,97859,10.0,10
1239,533,63.0,83
98136,97740,10.0,10
98360,97614,10.0,10
1526,1526,10.0,10
97606,98348,77.0,10
97606,98348,66.0,10
878,816,10.0,10
123,816,10.0,10
878,123,10.0,10
878,816,51.0,10
878,123,51.0,10
878,816,48.0,10
878,123,48.0,10
878,123,51.0,10
13,25,10.0,10
59,1155,10.0,10
914,661,51.0,10
262,97332,66.0,10
509,97704,66.0,10
458,202,75.0,10
126,97324,10.0,10
98517,97413,71.0,10
848,1155,10.0,10
752,97643,13.0,10
701,458,10.0,10
18,20,10.0,10
1665,958,48.0,10
340,345,10.0,10
25,25,76.0,10
1640,661,41.0,10
1344,1140,10.0,10
1058,731,10.0,10
1513,97704,10.0,10
1513,97413,64.0,10
17,17,66.0,10
17,17,17.0,10
23,23,10.0,10
200,23,41.0,10
355,973,10.0,10
1531,355,76.0,10
1531,1155,76.0,10
1531,1155,76.0,10
17,8,10.0,10
17,8,10.0,10
17,17,10.0,10
1704,97332,10.0,10
433,433,10.0,10
1227,97606,10.0,10
164,895,10.0,23
270,895,10.0,23
164,895,71.0,23
1643,895,10.0,50
1359,97643,10.0,10
260,119,25.0,10
260,119,10.0,10
260,98348,13.0,10
528,97636,69.0,10
528,97636,69.0,10
1589,825,75.0,10
1595,97458,10.0,10
1295,97752,10.0,10
138,97910,55.0,10
1287,435,10.0,10
1152,1643,10.0,10
25,25,10.0,10
1300,97643,64.0,10
98027,121,10.0,10
97371,97255,10.0,10
1227,1485,15.0,10
1227,1027,15.0,10
711,97416,10.0,10
61,97643,10.0,10
172,1344,10.0,10
507,1344,10.0,10
258,1344,10.0,10
172,97704,10.0,10
507,97704,10.0,10
258,97704,10.0,10
172,1361,10.0,10
507,1361,10.0,10
172,258,10.0,10
507,258,10.0,10
419,1147,10.0,10
419,1147,10.0,10
258,1147,37.0,10
592,828,55.0,10
9,661,10.0,10
385,136,51.0,10
258,97744,66.0,10
98348,97294,10.0,10
98348,97294,10.0,10
1344,97773,10.0,10
1344,97456,10.0,10
1158,97773,49.0,10
790,838,76.0,10
97561,11,10.0,10
97606,98368,77.0,10
297,1169,10.0,10
297,618,10.0,10
106,97572,64.0,10
220,97572,10.0,10
593,1572,10.0,10
97606,1155,76.0,10
98713,419,10.0,10
97606,98109,41.0,10
755,97471,71.0,10
77,806,75.0,10
1047,97371,41.0,10
1047,380,41.0,10
1047,97371,41.0,10
98190,25,10.0,10
98190,13,41.0,10
25,25,10.0,10
98190,25,76.0,10
1643,1629,10.0,10
1591,958,7.0,10
258,1168,10.0,10
348,258,10.0,10
348,145,10.0,10
272,1595,64.0,10
269,1168,10.0,10
15,8,64.0,10
98190,8,64.0,10
98190,15,64.0,10
1582,123,10.0,10
137,136,51.0,10
137,136,51.0,10
873,219,10.0,80
873,219,64.0,80
873,219,32.0,80
873,219,32.0,80
1695,1615,64.0,10
1695,1471,64.0,10
1170,97572,10.0,10
434,1155,10.0,10
1364,419,71.0,10
964,98348,10.0,10
48,97358,13.0,10
97783,1623,10.0,10
419,1602,76.0,10
98190,97744,10.0,10
98190,97744,10.0,10
1165,97744,10.0,10
98065,98575,76.0,10
527,1114,69.0,10
1276,98348,10.0,10
1044,97371,10.0,10
1254,701,25.0,10
610,97349,66.0,10
97332,97349,66.0,10
610,97332,66.0,10
35,35,10.0,10
618,962,66.0,10
618,962,10.0,10
1689,1581,10.0,10
97673,1155,10.0,10
1276,1155,10.0,10
618,20,76.0,10
618,442,76.0,10
98480,97606,8.0,10
44,1114,10.0,10
522,97458,10.0,10
991,35,39.0,10
17,97752,4.0,10
340,958,10.0,14
958,958,10.0,10
225,731,69.0,10
225,731,10.0,10
225,731,10.0,10
754,1639,71.0,10
618,1639,71.0,10
618,754,71.0,10
97393,15,17.0,10
98334,15,17.0,10
8,1155,10.0,10
639,97606,10.0,10
1100,17,10.0,10
1100,17,10.0,10
1100,97643,71.0,10
1100,17,10.0,10
1100,202,10.0,10
1634,22,10.0,10
97332,22,55.0,10
1634,661,65.0,10
817,97704,25.0,10
434,97393,10.0,10
434,1155,10.0,10
817,97393,10.0,10
817,97393,10.0,10
319,319,10.0,10
1602,97744,41.0,10
97561,97744,76.0,10
1602,97744,76.0,10
97561,97606,10.0,10
1602,97606,10.0,10
97606,97744,10.0,10
8,97704,76.0,10
15,97704,76.0,10
8,97704,64.0,10
97643,258,10.0,10
195,258,10.0,10
12,258,4.0,10
12,17,4.0,10
25,25,76.0,10
97340,97957,64.0,10
97340,97744,64.0,10
97340,97458,64.0,10
97340,97371,64.0,10
1300,97957,64.0,10
1050,1050,10.0,10
1050,1050,10.0,10
225,447,10.0,10
1643,895,10.0,50
13,13,41.0,10
447,561,76.0,10
696,752,13.0,10
237,752,13.0,10
737,752,10.0,10
696,752,13.0,10
737,752,13.0,10
1315,752,13.0,10
1167,1630,10.0,10
8,17,66.0,10
373,121,10.0,10
97740,98190,7.0,10
97740,98190,7.0,10
97740,97371,7.0,10
290,1227,39.0,45
1430,20,10.0,10
581,219,10.0,80
581,219,49.0,80
26,26,10.0,10
11,258,37.0,10
25,25,10.0,10
9,98348,10.0,10
746,98348,76.0,62
966,677,10.0,10
746,677,10.0,62
966,677,10.0,10
1673,97332,10.0,10
1049,97673,40.0,10
1049,98348,40.0,10
1049,97740,10.0,10
1049,1167,10.0,10
1049,98190,10.0,10
1049,98348,41.0,10
326,97416,76.0,10
1315,1341,45.0,10
680,97255,66.0,10
1511,10,10.0,10
1170,10,10.0,10
98617,97744,10.0,10
1511,97744,10.0,10
10,97744,10.0,10
97643,98395,10.0,10
376,806,75.0,10
97643,97647,12.0,10
97643,97647,10.0,10
380,97647,10.0,10
822,136,51.0,10
822,136,64.0,10
474,136,10.0,10
474,136,10.0,10
474,136,10.0,10
474,136,10.0,10
25,25,10.0,10
1081,25,10.0,10
25,25,10.0,10
97643,1227,10.0,10
119,433,10.0,10
1344,1376,76.0,10
327,1376,76.0,10
97355,1376,76.0,10
327,1376,10.0,10
1582,8,40.0,10
1582,324,40.0,10
324,1582,10.0,10
98309,1168,41.0,10
98309,97572,41.0,10
98296,895,41.0,10
98296,1643,41.0,10
98309,260,41.0,10
1026,97572,64.0,10
1026,97572,64.0,10
98568,98568,66.0,10
1303,97332,65.0,10
124,895,10.0,23
1533,1114,66.0,10
522,640,76.0,10
419,640,76.0,10
97606,98348,10.0,10
326,523,28.0,10
1377,97704,10.0,10
260,97704,64.0,10
747,661,10.0,10
542,345,48.0,10
623,542,48.0,10
258,895,36.0,23
258,258,10.0,10
227,542,76.0,10
227,1231,76.0,10
227,542,76.0,10
1108,1155,10.0,10
433,1640,10.0,10
97,895,10.0,23
97,25,10.0,10
97,25,10.0,10
97965,895,10.0,23
25,895,10.0,50
97965,25,10.0,10
97965,895,10.0,23
25,895,41.0,50
166,17,46.0,10
535,98679,10.0,10
199,1155,66.0,10
317,1168,10.0,10
97599,98348,10.0,10
317,119,10.0,10
317,119,64.0,10
97411,97458,64.0,10
97458,97704,66.0,10
97606,1155,66.0,10
97606,97393,66.0,10
25,21,10.0,10
97250,98102,41.0,10
97381,97606,10.0,10
97381,98348,10.0,10
97381,98575,10.0,10
97381,97606,10.0,10
97381,98575,10.0,10
97381,98575,10.0,10
97381,97606,10.0,10
97381,98348,10.0,10
1673,542,65.0,10
133,97349,55.0,10
1199,97349,55.0,10
97683,97740,10.0,10
97683,97643,60.0,10
98500,97477,10.0,10
98500,97477,64.0,10
528,97859,66.0,10
528,97859,12.0,10
166,97332,66.0,10
166,97332,55.0,10
701,677,13.0,10
166,677,13.0,10
944,1227,17.0,45
747,820,10.0,10
359,820,10.0,10
667,661,10.0,10
168,98348,10.0,10
97416,98348,41.0,10
319,319,66.0,10
319,319,66.0,10
1633,1227,10.0,45
97606,319,10.0,10
319,97606,10.0,10
97606,98348,10.0,10
319,97606,10.0,10
319,97606,10.0,10
326,542,48.0,10
1573,677,10.0,10
1227,97744,64.0,10
47,97744,64.0,10
8,97744,64.0,10
12,97744,64.0,10
618,97744,64.0,10
15,97744,64.0,10
8,97744,64.0,10
47,1227,64.0,45
8,1227,64.0,10
12,1227,64.0,10
618,1227,64.0,10
15,1227,64.0,10
8,1227,64.0,10
442,345,10.0,10
25,25,76.0,10
618,25,10.0,10
97606,97879,77.0,10
1081,21,10.0,10
11,21,10.0,10
11,10,10.0,10
1081,11,10.0,10
596,11,10.0,10
1638,20,10.0,10
434,1155,10.0,10
434,97393,10.0,10
-1,433,25.0,10
1346,97255,17.0,10
119,433,4.0,10
119,98348,64.0,10
25,97606,10.0,10
25,98348,10.0,10
97606,97704,10.0,10
25,97704,10.0,10
765,801,10.0,10
150,661,10.0,10
798,1524,76.0,10
798,1027,41.0,10
741,35,66.0,10
943,661,64.0,10
943,98348,10.0,10
673,97606,10.0,10
673,97606,10.0,10
1168,1168,10.0,10
1168,1084,10.0,10
1168,97744,10.0,10
1084,97744,10.0,10
1168,97744,10.0,10
1269,419,10.0,10
1175,419,10.0,10
1269,1175,10.0,10
828,1352,10.0,10
828,1352,10.0,10
828,17,10.0,10
374,98348,10.0,10
374,98348,10.0,10
1634,97879,66.0,10
1634,98017,66.0,10
1634,97295,66.0,10
1634,97449,66.0,10
775,1619,76.0,10
1044,895,10.0,23
834,98072,25.0,10
834,834,76.0,10
97328,834,80.0,10
834,834,80.0,10
834,834,80.0,10
97328,834,80.0,10
834,834,80.0,10
834,834,80.0,10
97673,1155,10.0,10
1155,97744,10.0,10
97673,97744,10.0,10
958,644,10.0,10
958,958,7.0,10
338,1027,41.0,10
338,1643,10.0,10
338,1027,41.0,10
338,1643,41.0,10
258,258,66.0,10
97393,895,76.0,23
260,895,76.0,23
97393,1643,76.0,10
260,1643,76.0,10
260,97393,76.0,10
1664,623,10.0,10
97606,787,10.0,10
383,20,30.0,10
383,20,49.0,10
383,20,30.0,10
98296,97461,41.0,10
1176,1175,10.0,10
1027,895,32.0,10
1027,97572,32.0,10
1300,35,10.0,10
1618,35,10.0,10
399,1175,10.0,10
97561,97879,10.0,10
98429,97879,10.0,10
98429,1027,10.0,10
98429,1044,10.0,10
98429,97371,10.0,10
1610,661,63.0,10
1610,661,10.0,10
1346,1629,76.0,10
561,447,10.0,10
1488,522,10.0,10
514,97393,66.0,10
514,1155,66.0,10
514,97606,66.0,10
514,97371,10.0,10
98190,97377,69.0,10
10,97606,66.0,10
433,1643,10.0,10
1108,97744,79.0,10
1108,98348,77.0,10
98740,97704,64.0,10
922,668,71.0,10
922,668,10.0,10
25,13,10.0,10
744,895,10.0,23
97358,35,39.0,10
97606,98359,10.0,10
98359,98348,10.0,10
